"productkey","productalternatekey","productsubcategorykey","product","productsubcategoryalternatekey","subcategory","productcategorykey","productcategoryalternatekey","category"
526,"FR-M21S-48",12,"LL Mountain Frame - Silver, 48",12,"Mountain Frames",2,2,"Components"
527,"FR-M21S-52",12,"LL Mountain Frame - Silver, 52",12,"Mountain Frames",2,2,"Components"
532,"FR-M21B-44",12,"LL Mountain Frame - Black, 44",12,"Mountain Frames",2,2,"Components"
533,"FR-M21B-48",12,"LL Mountain Frame - Black, 48",12,"Mountain Frames",2,2,"Components"
534,"FR-M21B-52",12,"LL Mountain Frame - Black, 52",12,"Mountain Frames",2,2,"Components"
542,"PD-M282",13,"LL Mountain Pedal",13,"Pedals",2,2,"Components"
543,"PD-M340",13,"ML Mountain Pedal",13,"Pedals",2,2,"Components"
544,"PD-M562",13,"HL Mountain Pedal",13,"Pedals",2,2,"Components"
545,"PD-R347",13,"LL Road Pedal",13,"Pedals",2,2,"Components"
546,"PD-R563",13,"ML Road Pedal",13,"Pedals",2,2,"Components"
547,"PD-R853",13,"HL Road Pedal",13,"Pedals",2,2,"Components"
548,"PD-T852",13,"Touring Pedal",13,"Pedals",2,2,"Components"
549,"FR-M63S-38",12,"ML Mountain Frame-W - Silver, 38",12,"Mountain Frames",2,2,"Components"
550,"FR-M21B-40",12,"LL Mountain Frame - Black, 40",12,"Mountain Frames",2,2,"Components"
551,"FR-M21S-40",12,"LL Mountain Frame - Silver, 40",12,"Mountain Frames",2,2,"Components"
552,"FD-2342",9,"Front Derailleur",9,"Derailleurs",2,2,"Components"
553,"HB-T721",4,"LL Touring Handlebars",4,"Handlebars",2,2,"Components"
554,"HB-T928",4,"HL Touring Handlebars",4,"Handlebars",2,2,"Components"
555,"FB-9873",6,"Front Brakes",6,"Brakes",2,2,"Components"
556,"CS-4759",8,"LL Crankset",8,"Cranksets",2,2,"Components"
557,"CS-6583",8,"ML Crankset",8,"Cranksets",2,2,"Components"
558,"CS-9183",8,"HL Crankset",8,"Cranksets",2,2,"Components"
559,"CH-0234",7,"Chain",7,"Chains",2,2,"Components"
601,"BB-7421",5,"LL Bottom Bracket",5,"Bottom Brackets",2,2,"Components"
602,"BB-8107",5,"ML Bottom Bracket",5,"Bottom Brackets",2,2,"Components"
603,"BB-9108",5,"HL Bottom Bracket",5,"Bottom Brackets",2,2,"Components"
463,"GL-H102-S",20,"Half-Finger Gloves, S",20,"Gloves",3,3,"Clothing"
464,"GL-H102-M",20,"Half-Finger Gloves, M",20,"Gloves",3,3,"Clothing"
465,"GL-H102-M",20,"Half-Finger Gloves, M",20,"Gloves",3,3,"Clothing"
466,"GL-H102-L",20,"Half-Finger Gloves, L",20,"Gloves",3,3,"Clothing"
467,"GL-H102-L",20,"Half-Finger Gloves, L",20,"Gloves",3,3,"Clothing"
468,"GL-F110-S",20,"Full-Finger Gloves, S",20,"Gloves",3,3,"Clothing"
469,"GL-F110-M",20,"Full-Finger Gloves, M",20,"Gloves",3,3,"Clothing"
470,"GL-F110-L",20,"Full-Finger Gloves, L",20,"Gloves",3,3,"Clothing"
471,"VE-C304-S",25,"Classic Vest, S",25,"Vests",3,3,"Clothing"
472,"VE-C304-M",25,"Classic Vest, M",25,"Vests",3,3,"Clothing"
473,"VE-C304-L",25,"Classic Vest, L",25,"Vests",3,3,"Clothing"
474,"SH-W890-S",22,"Women's Mountain Shorts, S",22,"Shorts",3,3,"Clothing"
475,"SH-W890-M",22,"Women's Mountain Shorts, M",22,"Shorts",3,3,"Clothing"
476,"SH-W890-L",22,"Women's Mountain Shorts, L",22,"Shorts",3,3,"Clothing"
223,"CA-1098",19,"AWC Logo Cap",19,"Caps",3,3,"Clothing"
224,"CA-1098",19,"AWC Logo Cap",19,"Caps",3,3,"Clothing"
225,"CA-1098",19,"AWC Logo Cap",19,"Caps",3,3,"Clothing"
445,"SH-M897-S",22,"Men's Sports Shorts, S",22,"Shorts",3,3,"Clothing"
481,"SO-R809-M",23,"Racing Socks, M",23,"Socks",3,3,"Clothing"
482,"SO-R809-L",23,"Racing Socks, L",23,"Socks",3,3,"Clothing"
235,"LJ-0192-X",21,"Long-Sleeve Logo Jersey, XL",21,"Jerseys",3,3,"Clothing"
236,"LJ-0192-X",21,"Long-Sleeve Logo Jersey, XL",21,"Jerseys",3,3,"Clothing"
218,"SO-B909-M",23,"Mountain Bike Socks, M",23,"Socks",3,3,"Clothing"
219,"SO-B909-L",23,"Mountain Bike Socks, L",23,"Socks",3,3,"Clothing"
232,"LJ-0192-L",21,"Long-Sleeve Logo Jersey, L",21,"Jerseys",3,3,"Clothing"
488,"SJ-0194-S",21,"Short-Sleeve Classic Jersey, S",21,"Jerseys",3,3,"Clothing"
489,"SJ-0194-M",21,"Short-Sleeve Classic Jersey, M",21,"Jerseys",3,3,"Clothing"
490,"SJ-0194-L",21,"Short-Sleeve Classic Jersey, L",21,"Jerseys",3,3,"Clothing"
226,"LJ-0192-S",21,"Long-Sleeve Logo Jersey, S",21,"Jerseys",3,3,"Clothing"
491,"SJ-0194-X",21,"Short-Sleeve Classic Jersey, XL",21,"Jerseys",3,3,"Clothing"
227,"LJ-0192-S",21,"Long-Sleeve Logo Jersey, S",21,"Jerseys",3,3,"Clothing"
228,"LJ-0192-S",21,"Long-Sleeve Logo Jersey, S",21,"Jerseys",3,3,"Clothing"
229,"LJ-0192-M",21,"Long-Sleeve Logo Jersey, M",21,"Jerseys",3,3,"Clothing"
230,"LJ-0192-M",21,"Long-Sleeve Logo Jersey, M",21,"Jerseys",3,3,"Clothing"
231,"LJ-0192-M",21,"Long-Sleeve Logo Jersey, M",21,"Jerseys",3,3,"Clothing"
237,"LJ-0192-X",21,"Long-Sleeve Logo Jersey, XL",21,"Jerseys",3,3,"Clothing"
233,"LJ-0192-L",21,"Long-Sleeve Logo Jersey, L",21,"Jerseys",3,3,"Clothing"
234,"LJ-0192-L",21,"Long-Sleeve Logo Jersey, L",21,"Jerseys",3,3,"Clothing"
453,"SH-M897-M",22,"Men's Sports Shorts, M",22,"Shorts",3,3,"Clothing"
454,"SH-M897-L",22,"Men's Sports Shorts, L",22,"Shorts",3,3,"Clothing"
455,"SH-M897-X",22,"Men's Sports Shorts, XL",22,"Shorts",3,3,"Clothing"
456,"TG-W091-S",24,"Women's Tights, S",24,"Tights",3,3,"Clothing"
457,"TG-W091-M",24,"Women's Tights, M",24,"Tights",3,3,"Clothing"
458,"TG-W091-L",24,"Women's Tights, L",24,"Tights",3,3,"Clothing"
459,"SB-M891-S",18,"Men's Bib-Shorts, S",18,"Bib-Shorts",3,3,"Clothing"
460,"SB-M891-M",18,"Men's Bib-Shorts, M",18,"Bib-Shorts",3,3,"Clothing"
461,"SB-M891-L",18,"Men's Bib-Shorts, L",18,"Bib-Shorts",3,3,"Clothing"
462,"GL-H102-S",20,"Half-Finger Gloves, S",20,"Gloves",3,3,"Clothing"
487,"HY-1023-70",32,"Hydration Pack - 70 oz.",32,"Hydration Packs",4,4,"Accessories"
212,"HL-U509-R",31,"Sport-100 Helmet, Red",31,"Helmets",4,4,"Accessories"
213,"HL-U509-R",31,"Sport-100 Helmet, Red",31,"Helmets",4,4,"Accessories"
214,"HL-U509-R",31,"Sport-100 Helmet, Red",31,"Helmets",4,4,"Accessories"
215,"HL-U509",31,"Sport-100 Helmet, Black",31,"Helmets",4,4,"Accessories"
216,"HL-U509",31,"Sport-100 Helmet, Black",31,"Helmets",4,4,"Accessories"
528,"TT-M928",37,"Mountain Tire Tube",37,"Tires and Tubes",4,4,"Accessories"
529,"TT-R982",37,"Road Tire Tube",37,"Tires and Tubes",4,4,"Accessories"
530,"TT-T092",37,"Touring Tire Tube",37,"Tires and Tubes",4,4,"Accessories"
217,"HL-U509",31,"Sport-100 Helmet, Black",31,"Helmets",4,4,"Accessories"
220,"HL-U509-B",31,"Sport-100 Helmet, Blue",31,"Helmets",4,4,"Accessories"
535,"TI-M267",37,"LL Mountain Tire",37,"Tires and Tubes",4,4,"Accessories"
536,"TI-M602",37,"ML Mountain Tire",37,"Tires and Tubes",4,4,"Accessories"
537,"TI-M823",37,"HL Mountain Tire",37,"Tires and Tubes",4,4,"Accessories"
538,"TI-R092",37,"LL Road Tire",37,"Tires and Tubes",4,4,"Accessories"
539,"TI-R628",37,"ML Road Tire",37,"Tires and Tubes",4,4,"Accessories"
540,"TI-R982",37,"HL Road Tire",37,"Tires and Tubes",4,4,"Accessories"
541,"TI-T723",37,"Touring Tire",37,"Tires and Tubes",4,4,"Accessories"
221,"HL-U509-B",31,"Sport-100 Helmet, Blue",31,"Helmets",4,4,"Accessories"
222,"HL-U509-B",31,"Sport-100 Helmet, Blue",31,"Helmets",4,4,"Accessories"
446,"PA-T100",35,"Touring-Panniers, Large",35,"Panniers",4,4,"Accessories"
447,"LO-C100",34,"Cable Lock",34,"Locks",4,4,"Accessories"
448,"PU-0452",36,"Minipump",36,"Pumps",4,4,"Accessories"
449,"PU-M044",36,"Mountain Pump",36,"Pumps",4,4,"Accessories"
450,"LT-T990",33,"Taillights - Battery-Powered",33,"Lights",4,4,"Accessories"
451,"LT-H902",33,"Headlights - Dual-Beam",33,"Lights",4,4,"Accessories"
452,"LT-H903",33,"Headlights - Weatherproof",33,"Lights",4,4,"Accessories"
477,"WB-H098",28,"Water Bottle - 30 oz.",28,"Bottles and Cages",4,4,"Accessories"
478,"BC-M005",28,"Mountain Bottle Cage",28,"Bottles and Cages",4,4,"Accessories"
479,"BC-R205",28,"Road Bottle Cage",28,"Bottles and Cages",4,4,"Accessories"
480,"PK-7098",37,"Patch Kit/8 Patches",37,"Tires and Tubes",4,4,"Accessories"
483,"RA-H123",26,"Hitch Rack - 4-Bike",26,"Bike Racks",4,4,"Accessories"
484,"CL-9009",29,"Bike Wash - Dissolver",29,"Cleaners",4,4,"Accessories"
485,"FE-6654",30,"Fender Set - Mountain",30,"Fenders",4,4,"Accessories"
486,"ST-1401",27,"All-Purpose Bike Stand",27,"Bike Stands",4,4,"Accessories"
6,"CA-5965",NULL,"LL Crankarm",NULL,NULL,NULL,NULL,NULL
5,"BL-2036",NULL,"Blade",NULL,NULL,NULL,NULL,NULL
4,"BE-2908",NULL,"Headset Ball Bearings",NULL,NULL,NULL,NULL,NULL
3,"BE-2349",NULL,"BB Ball Bearing",NULL,NULL,NULL,NULL,NULL
2,"BA-8327",NULL,"Bearing Ball",NULL,NULL,NULL,NULL,NULL
45,"HJ-3824",NULL,"Thin-Jam Hex Nut 6",NULL,NULL,NULL,NULL,NULL
44,"HJ-3816",NULL,"Thin-Jam Hex Nut 5",NULL,NULL,NULL,NULL,NULL
43,"HJ-3416",NULL,"Thin-Jam Hex Nut 16",NULL,NULL,NULL,NULL,NULL
42,"HJ-3410",NULL,"Thin-Jam Hex Nut 15",NULL,NULL,NULL,NULL,NULL
41,"HJ-1428",NULL,"Thin-Jam Hex Nut 2",NULL,NULL,NULL,NULL,NULL
40,"HJ-1420",NULL,"Thin-Jam Hex Nut 1",NULL,NULL,NULL,NULL,NULL
39,"HJ-1220",NULL,"Thin-Jam Hex Nut 10",NULL,NULL,NULL,NULL,NULL
38,"HJ-1213",NULL,"Thin-Jam Hex Nut 9",NULL,NULL,NULL,NULL,NULL
37,"GT-2908",NULL,"HL Grip Tape",NULL,NULL,NULL,NULL,NULL
36,"GT-1209",NULL,"ML Grip Tape",NULL,NULL,NULL,NULL,NULL
35,"GT-0820",NULL,"LL Grip Tape",NULL,NULL,NULL,NULL,NULL
34,"GP-0982",NULL,"Guide Pulley",NULL,NULL,NULL,NULL,NULL
33,"FL-2301",NULL,"Front Derailleur Linkage",NULL,NULL,NULL,NULL,NULL
32,"FC-3982",NULL,"Front Derailleur Cage",NULL,NULL,NULL,NULL,NULL
31,"FC-3654",NULL,"Fork Crown",NULL,NULL,NULL,NULL,NULL
30,"FW-9160",NULL,"Flat Washer 7",NULL,NULL,NULL,NULL,NULL
127,"LN-3824",NULL,"Lock Nut 13",NULL,NULL,NULL,NULL,NULL
128,"LN-4400",NULL,"Lock Nut 1",NULL,NULL,NULL,NULL,NULL
129,"LN-5161",NULL,"Lock Nut 10",NULL,NULL,NULL,NULL,NULL
130,"LN-5162",NULL,"Lock Nut 11",NULL,NULL,NULL,NULL,NULL
131,"LN-5400",NULL,"Lock Nut 2",NULL,NULL,NULL,NULL,NULL
132,"LN-5811",NULL,"Lock Nut 20",NULL,NULL,NULL,NULL,NULL
133,"LN-5818",NULL,"Lock Nut 21",NULL,NULL,NULL,NULL,NULL
134,"LN-6320",NULL,"Lock Nut 3",NULL,NULL,NULL,NULL,NULL
135,"LN-7161",NULL,"Lock Nut 14",NULL,NULL,NULL,NULL,NULL
136,"LN-7162",NULL,"Lock Nut 15",NULL,NULL,NULL,NULL,NULL
137,"LN-8320",NULL,"Lock Nut 4",NULL,NULL,NULL,NULL,NULL
138,"LN-9080",NULL,"Lock Nut 19",NULL,NULL,NULL,NULL,NULL
139,"LN-9161",NULL,"Lock Nut 18",NULL,NULL,NULL,NULL,NULL
140,"LR-2398",NULL,"Lock Ring",NULL,NULL,NULL,NULL,NULL
141,"LR-8520",NULL,"Lower Head Race",NULL,NULL,NULL,NULL,NULL
142,"LW-1000",NULL,"Lock Washer 4",NULL,NULL,NULL,NULL,NULL
143,"LW-1200",NULL,"Lock Washer 5",NULL,NULL,NULL,NULL,NULL
144,"LW-1201",NULL,"Lock Washer 10",NULL,NULL,NULL,NULL,NULL
145,"LW-1400",NULL,"Lock Washer 6",NULL,NULL,NULL,NULL,NULL
146,"LW-3400",NULL,"Lock Washer 13",NULL,NULL,NULL,NULL,NULL
147,"LW-3800",NULL,"Lock Washer 8",NULL,NULL,NULL,NULL,NULL
148,"LW-4000",NULL,"Lock Washer 1",NULL,NULL,NULL,NULL,NULL
149,"LW-5160",NULL,"Lock Washer 7",NULL,NULL,NULL,NULL,NULL
150,"LW-5800",NULL,"Lock Washer 12",NULL,NULL,NULL,NULL,NULL
151,"LW-6000",NULL,"Lock Washer 2",NULL,NULL,NULL,NULL,NULL
152,"LW-7160",NULL,"Lock Washer 9",NULL,NULL,NULL,NULL,NULL
153,"LW-8000",NULL,"Lock Washer 3",NULL,NULL,NULL,NULL,NULL
154,"LW-9160",NULL,"Lock Washer 11",NULL,NULL,NULL,NULL,NULL
155,"MA-7075",NULL,"Metal Angle",NULL,NULL,NULL,NULL,NULL
156,"MB-2024",NULL,"Metal Bar 1",NULL,NULL,NULL,NULL,NULL
157,"MB-6061",NULL,"Metal Bar 2",NULL,NULL,NULL,NULL,NULL
158,"MP-2066",NULL,"Metal Plate 2",NULL,NULL,NULL,NULL,NULL
159,"MP-2503",NULL,"Metal Plate 1",NULL,NULL,NULL,NULL,NULL
160,"MP-4960",NULL,"Metal Plate 3",NULL,NULL,NULL,NULL,NULL
161,"MS-0253",NULL,"Metal Sheet 2",NULL,NULL,NULL,NULL,NULL
162,"MS-1256",NULL,"Metal Sheet 3",NULL,NULL,NULL,NULL,NULL
163,"MS-1981",NULL,"Metal Sheet 7",NULL,NULL,NULL,NULL,NULL
164,"MS-2259",NULL,"Metal Sheet 4",NULL,NULL,NULL,NULL,NULL
165,"MS-2341",NULL,"Metal Sheet 5",NULL,NULL,NULL,NULL,NULL
166,"MS-2348",NULL,"Metal Sheet 6",NULL,NULL,NULL,NULL,NULL
167,"MS-6061",NULL,"Metal Sheet 1",NULL,NULL,NULL,NULL,NULL
168,"MT-1000",NULL,"Metal Tread Plate",NULL,NULL,NULL,NULL,NULL
169,"NI-4127",NULL,"LL Nipple",NULL,NULL,NULL,NULL,NULL
170,"NI-9522",NULL,"HL Nipple",NULL,NULL,NULL,NULL,NULL
171,"PA-187B",NULL,"Paint - Black",NULL,NULL,NULL,NULL,NULL
172,"PA-361R",NULL,"Paint - Red",NULL,NULL,NULL,NULL,NULL
173,"PA-529S",NULL,"Paint - Silver",NULL,NULL,NULL,NULL,NULL
174,"PA-632U",NULL,"Paint - Blue",NULL,NULL,NULL,NULL,NULL
175,"PA-823Y",NULL,"Paint - Yellow",NULL,NULL,NULL,NULL,NULL
176,"PB-6109",NULL,"Pinch Bolt",NULL,NULL,NULL,NULL,NULL
177,"RA-2345",NULL,"Cup-Shaped Race",NULL,NULL,NULL,NULL,NULL
178,"RA-7490",NULL,"Cone-Shaped Race",NULL,NULL,NULL,NULL,NULL
179,"RF-9198",NULL,"Reflector",NULL,NULL,NULL,NULL,NULL
180,"RM-M464",NULL,"LL Mountain Rim",NULL,NULL,NULL,NULL,NULL
181,"RM-M692",NULL,"ML Mountain Rim",NULL,NULL,NULL,NULL,NULL
182,"RM-M823",NULL,"HL Mountain Rim",NULL,NULL,NULL,NULL,NULL
183,"RM-R436",NULL,"LL Road Rim",NULL,NULL,NULL,NULL,NULL
184,"RM-R600",NULL,"ML Road Rim",NULL,NULL,NULL,NULL,NULL
185,"RM-R800",NULL,"HL Road Rim",NULL,NULL,NULL,NULL,NULL
186,"RM-T801",NULL,"Touring Rim",NULL,NULL,NULL,NULL,NULL
187,"SA-M198",NULL,"LL Mountain Seat Assembly",NULL,NULL,NULL,NULL,NULL
188,"SA-M237",NULL,"ML Mountain Seat Assembly",NULL,NULL,NULL,NULL,NULL
189,"SA-M687",NULL,"HL Mountain Seat Assembly",NULL,NULL,NULL,NULL,NULL
190,"SA-R127",NULL,"LL Road Seat Assembly",NULL,NULL,NULL,NULL,NULL
191,"SA-R430",NULL,"ML Road Seat Assembly",NULL,NULL,NULL,NULL,NULL
192,"SA-R522",NULL,"HL Road Seat Assembly",NULL,NULL,NULL,NULL,NULL
193,"SA-T467",NULL,"LL Touring Seat Assembly",NULL,NULL,NULL,NULL,NULL
194,"SA-T612",NULL,"ML Touring Seat Assembly",NULL,NULL,NULL,NULL,NULL
195,"SA-T872",NULL,"HL Touring Seat Assembly",NULL,NULL,NULL,NULL,NULL
196,"SD-2342",NULL,"LL Spindle/Axle",NULL,NULL,NULL,NULL,NULL
197,"SD-9872",NULL,"HL Spindle/Axle",NULL,NULL,NULL,NULL,NULL
198,"SH-4562",NULL,"LL Shell",NULL,NULL,NULL,NULL,NULL
199,"SH-9312",NULL,"HL Shell",NULL,NULL,NULL,NULL,NULL
200,"SK-9283",NULL,"Spokes",NULL,NULL,NULL,NULL,NULL
201,"SL-0931",NULL,"Seat Lug",NULL,NULL,NULL,NULL,NULL
202,"SM-9087",NULL,"Stem",NULL,NULL,NULL,NULL,NULL
203,"SP-2981",NULL,"Seat Post",NULL,NULL,NULL,NULL,NULL
204,"SR-2098",NULL,"Steerer",NULL,NULL,NULL,NULL,NULL
205,"SS-2985",NULL,"Seat Stays",NULL,NULL,NULL,NULL,NULL
206,"ST-9828",NULL,"Seat Tube",NULL,NULL,NULL,NULL,NULL
207,"TO-2301",NULL,"Top Tube",NULL,NULL,NULL,NULL,NULL
208,"TP-0923",NULL,"Tension Pulley",NULL,NULL,NULL,NULL,NULL
209,"RC-0291",NULL,"Rear Derailleur Cage",NULL,NULL,NULL,NULL,NULL
29,"FW-7160",NULL,"Flat Washer 5",NULL,NULL,NULL,NULL,NULL
28,"FW-5800",NULL,"Flat Washer 8",NULL,NULL,NULL,NULL,NULL
27,"FW-5160",NULL,"Flat Washer 3",NULL,NULL,NULL,NULL,NULL
26,"FW-3800",NULL,"Flat Washer 4",NULL,NULL,NULL,NULL,NULL
25,"FW-3400",NULL,"Flat Washer 9",NULL,NULL,NULL,NULL,NULL
24,"FW-1400",NULL,"Flat Washer 2",NULL,NULL,NULL,NULL,NULL
23,"FW-1200",NULL,"Flat Washer 6",NULL,NULL,NULL,NULL,NULL
1,"AR-5381",NULL,"Adjustable Race",NULL,NULL,NULL,NULL,NULL
22,"FW-1000",NULL,"Flat Washer 1",NULL,NULL,NULL,NULL,NULL
21,"FH-2981",NULL,"Freewheel",NULL,NULL,NULL,NULL,NULL
20,"FE-3760",NULL,"Fork End",NULL,NULL,NULL,NULL,NULL
19,"EC-T209",NULL,"Touring End Caps",NULL,NULL,NULL,NULL,NULL
18,"EC-R098",NULL,"Road End Caps",NULL,NULL,NULL,NULL,NULL
17,"EC-M092",NULL,"Mountain End Caps",NULL,NULL,NULL,NULL,NULL
16,"DT-2377",NULL,"Down Tube",NULL,NULL,NULL,NULL,NULL
15,"DC-9824",NULL,"Decal 2",NULL,NULL,NULL,NULL,NULL
126,"LN-3816",NULL,"Lock Nut 12",NULL,NULL,NULL,NULL,NULL
14,"DC-8732",NULL,"Decal 1",NULL,NULL,NULL,NULL,NULL
125,"LN-3416",NULL,"Lock Nut 23",NULL,NULL,NULL,NULL,NULL
124,"LN-3410",NULL,"Lock Nut 22",NULL,NULL,NULL,NULL,NULL
123,"LN-1428",NULL,"Lock Nut 9",NULL,NULL,NULL,NULL,NULL
121,"LN-1224",NULL,"Lock Nut 7",NULL,NULL,NULL,NULL,NULL
122,"LN-1420",NULL,"Lock Nut 8",NULL,NULL,NULL,NULL,NULL
120,"LN-1220",NULL,"Lock Nut 17",NULL,NULL,NULL,NULL,NULL
119,"LN-1213",NULL,"Lock Nut 16",NULL,NULL,NULL,NULL,NULL
118,"LN-1032",NULL,"Lock Nut 6",NULL,NULL,NULL,NULL,NULL
117,"LN-1024",NULL,"Lock Nut 5",NULL,NULL,NULL,NULL,NULL
116,"LJ-9161",NULL,"Thin-Jam Lock Nut 11",NULL,NULL,NULL,NULL,NULL
115,"LJ-9080",NULL,"Thin-Jam Lock Nut 12",NULL,NULL,NULL,NULL,NULL
114,"LJ-7162",NULL,"Thin-Jam Lock Nut 8",NULL,NULL,NULL,NULL,NULL
113,"LJ-7161",NULL,"Thin-Jam Lock Nut 7",NULL,NULL,NULL,NULL,NULL
112,"LJ-5818",NULL,"Thin-Jam Lock Nut 14",NULL,NULL,NULL,NULL,NULL
111,"LJ-5811",NULL,"Thin-Jam Lock Nut 13",NULL,NULL,NULL,NULL,NULL
110,"LJ-5162",NULL,"Thin-Jam Lock Nut 4",NULL,NULL,NULL,NULL,NULL
109,"LJ-5161",NULL,"Thin-Jam Lock Nut 3",NULL,NULL,NULL,NULL,NULL
108,"LJ-3824",NULL,"Thin-Jam Lock Nut 6",NULL,NULL,NULL,NULL,NULL
107,"LJ-3816",NULL,"Thin-Jam Lock Nut 5",NULL,NULL,NULL,NULL,NULL
106,"LJ-3416",NULL,"Thin-Jam Lock Nut 16",NULL,NULL,NULL,NULL,NULL
105,"LJ-3410",NULL,"Thin-Jam Lock Nut 15",NULL,NULL,NULL,NULL,NULL
104,"LJ-1428",NULL,"Thin-Jam Lock Nut 2",NULL,NULL,NULL,NULL,NULL
103,"LJ-1420",NULL,"Thin-Jam Lock Nut 1",NULL,NULL,NULL,NULL,NULL
102,"LJ-1220",NULL,"Thin-Jam Lock Nut 10",NULL,NULL,NULL,NULL,NULL
101,"LJ-1213",NULL,"Thin-Jam Lock Nut 9",NULL,NULL,NULL,NULL,NULL
100,"LI-8000",NULL,"Internal Lock Washer 2",NULL,NULL,NULL,NULL,NULL
99,"LI-7160",NULL,"Internal Lock Washer 8",NULL,NULL,NULL,NULL,NULL
98,"LI-6000",NULL,"Internal Lock Washer 1",NULL,NULL,NULL,NULL,NULL
97,"LI-5800",NULL,"Internal Lock Washer 10",NULL,NULL,NULL,NULL,NULL
96,"LI-5160",NULL,"Internal Lock Washer 6",NULL,NULL,NULL,NULL,NULL
95,"LI-3800",NULL,"Internal Lock Washer 7",NULL,NULL,NULL,NULL,NULL
94,"LI-1400",NULL,"Internal Lock Washer 5",NULL,NULL,NULL,NULL,NULL
93,"LI-1201",NULL,"Internal Lock Washer 9",NULL,NULL,NULL,NULL,NULL
92,"LI-1200",NULL,"Internal Lock Washer 4",NULL,NULL,NULL,NULL,NULL
91,"LI-1000",NULL,"Internal Lock Washer 3",NULL,NULL,NULL,NULL,NULL
90,"LE-8000",NULL,"External Lock Washer 2",NULL,NULL,NULL,NULL,NULL
89,"LE-7160",NULL,"External Lock Washer 8",NULL,NULL,NULL,NULL,NULL
88,"LE-6000",NULL,"External Lock Washer 1",NULL,NULL,NULL,NULL,NULL
87,"LE-5160",NULL,"External Lock Washer 6",NULL,NULL,NULL,NULL,NULL
86,"LE-3800",NULL,"External Lock Washer 7",NULL,NULL,NULL,NULL,NULL
85,"LE-1400",NULL,"External Lock Washer 5",NULL,NULL,NULL,NULL,NULL
84,"LE-1201",NULL,"External Lock Washer 9",NULL,NULL,NULL,NULL,NULL
83,"LE-1200",NULL,"External Lock Washer 4",NULL,NULL,NULL,NULL,NULL
82,"LE-1000",NULL,"External Lock Washer 3",NULL,NULL,NULL,NULL,NULL
81,"KW-4091",NULL,"Keyed Washer",NULL,NULL,NULL,NULL,NULL
80,"HU-8998",NULL,"HL Hub",NULL,NULL,NULL,NULL,NULL
79,"HU-6280",NULL,"LL Hub",NULL,NULL,NULL,NULL,NULL
78,"HT-8019",NULL,"Head Tube",NULL,NULL,NULL,NULL,NULL
77,"HT-2981",NULL,"Handlebar Tube",NULL,NULL,NULL,NULL,NULL
76,"HN-9168",NULL,"Hex Nut 19",NULL,NULL,NULL,NULL,NULL
75,"HN-9161",NULL,"Hex Nut 18",NULL,NULL,NULL,NULL,NULL
74,"HN-8320",NULL,"Hex Nut 4",NULL,NULL,NULL,NULL,NULL
73,"HN-7162",NULL,"Hex Nut 15",NULL,NULL,NULL,NULL,NULL
72,"HN-7161",NULL,"Hex Nut 14",NULL,NULL,NULL,NULL,NULL
71,"HN-6320",NULL,"Hex Nut 3",NULL,NULL,NULL,NULL,NULL
70,"HN-5818",NULL,"Hex Nut 21",NULL,NULL,NULL,NULL,NULL
69,"HN-5811",NULL,"Hex Nut 20",NULL,NULL,NULL,NULL,NULL
68,"HN-5400",NULL,"Hex Nut 2",NULL,NULL,NULL,NULL,NULL
67,"HN-5162",NULL,"Hex Nut 11",NULL,NULL,NULL,NULL,NULL
66,"HN-5161",NULL,"Hex Nut 10",NULL,NULL,NULL,NULL,NULL
65,"HN-4402",NULL,"Hex Nut 1",NULL,NULL,NULL,NULL,NULL
64,"HN-3824",NULL,"Hex Nut 13",NULL,NULL,NULL,NULL,NULL
63,"HN-3816",NULL,"Hex Nut 12",NULL,NULL,NULL,NULL,NULL
62,"HN-3416",NULL,"Hex Nut 23",NULL,NULL,NULL,NULL,NULL
61,"HN-3410",NULL,"Hex Nut 22",NULL,NULL,NULL,NULL,NULL
60,"HN-1428",NULL,"Hex Nut 9",NULL,NULL,NULL,NULL,NULL
59,"HN-1420",NULL,"Hex Nut 8",NULL,NULL,NULL,NULL,NULL
58,"HN-1224",NULL,"Hex Nut 7",NULL,NULL,NULL,NULL,NULL
57,"HN-1220",NULL,"Hex Nut 17",NULL,NULL,NULL,NULL,NULL
56,"HN-1213",NULL,"Hex Nut 16",NULL,NULL,NULL,NULL,NULL
55,"HN-1032",NULL,"Hex Nut 6",NULL,NULL,NULL,NULL,NULL
54,"HN-1024",NULL,"Hex Nut 5",NULL,NULL,NULL,NULL,NULL
53,"HJ-9161",NULL,"Thin-Jam Hex Nut 11",NULL,NULL,NULL,NULL,NULL
52,"HJ-9080",NULL,"Thin-Jam Hex Nut 12",NULL,NULL,NULL,NULL,NULL
51,"HJ-7162",NULL,"Thin-Jam Hex Nut 8",NULL,NULL,NULL,NULL,NULL
50,"HJ-7161",NULL,"Thin-Jam Hex Nut 7",NULL,NULL,NULL,NULL,NULL
49,"HJ-5818",NULL,"Thin-Jam Hex Nut 14",NULL,NULL,NULL,NULL,NULL
48,"HJ-5811",NULL,"Thin-Jam Hex Nut 13",NULL,NULL,NULL,NULL,NULL
47,"HJ-5162",NULL,"Thin-Jam Hex Nut 4",NULL,NULL,NULL,NULL,NULL
46,"HJ-5161",NULL,"Thin-Jam Hex Nut 3",NULL,NULL,NULL,NULL,NULL
